"","week","District","n_protests","n_protesters","is_protest","DerryHome","DerryWin","pcg_catholics","pcg_car","pcg_Unem","Distance_km"
"32",1980-01-06,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"33",1980-01-06,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"34",1980-01-06,"Belfast",0,0,0,0,0,38,0.610568847747378,0.181856603773585,88.87
"35",1980-01-06,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"36",1980-01-06,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"37",1980-01-06,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"38",1980-01-06,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"39",1980-01-06,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"40",1980-01-06,"Derry",0,0,0,0,0,68.5,0.706494896279223,0.190879850903298,0
"41",1980-01-06,"Down",1,3,1,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"42",1980-01-06,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"43",1980-01-06,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"44",1980-01-06,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"45",1980-01-06,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"46",1980-01-06,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"47",1980-01-06,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"48",1980-01-06,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"49",1980-01-06,"Newry & Mourne",0,0,0,0,0,74,0.806266757794017,0.268252727205034,105.99
"50",1980-01-06,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"51",1980-01-06,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"52",1980-01-06,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"53",1980-01-06,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"54",1980-01-06,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"55",1980-01-13,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"56",1980-01-13,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"57",1980-01-13,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"58",1980-01-13,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"59",1980-01-13,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"60",1980-01-13,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"61",1980-01-13,"Belfast",0,0,0,0,0,38,0.610568847747378,0.181856603773585,88.87
"62",1980-01-13,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"63",1980-01-13,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"64",1980-01-13,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"65",1980-01-13,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"66",1980-01-13,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"67",1980-01-13,"Derry",0,0,0,0,0,68.5,0.706494896279223,0.190879850903298,0
"68",1980-01-13,"Down",0,0,0,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"69",1980-01-13,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"70",1980-01-13,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"71",1980-01-13,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"72",1980-01-13,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"73",1980-01-13,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"74",1980-01-13,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"75",1980-01-13,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"76",1980-01-13,"Newry & Mourne",0,0,0,0,0,74,0.806266757794017,0.268252727205034,105.99
"77",1980-01-13,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"78",1980-01-13,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"79",1980-01-13,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"80",1980-01-13,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"81",1980-01-13,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"82",1980-01-20,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"83",1980-01-20,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"84",1980-01-20,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"85",1980-01-20,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"86",1980-01-20,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"87",1980-01-20,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"88",1980-01-20,"Belfast",1,3,1,0,0,38,0.610568847747378,0.181856603773585,88.87
"89",1980-01-20,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"90",1980-01-20,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"91",1980-01-20,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"92",1980-01-20,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"93",1980-01-20,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"94",1980-01-20,"Derry",0,0,0,0,0,68.5,0.706494896279223,0.190879850903298,0
"95",1980-01-20,"Down",0,0,0,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"96",1980-01-20,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"97",1980-01-20,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"98",1980-01-20,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"99",1980-01-20,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"100",1980-01-20,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"101",1980-01-20,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"102",1980-01-20,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"103",1980-01-20,"Newry & Mourne",1,3,1,0,0,74,0.806266757794017,0.268252727205034,105.99
"104",1980-01-20,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"105",1980-01-20,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"106",1980-01-20,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"107",1980-01-20,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"108",1980-01-20,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"109",1980-01-27,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"110",1980-01-27,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"111",1980-01-27,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"112",1980-01-27,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"113",1980-01-27,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"114",1980-01-27,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"115",1980-01-27,"Belfast",1,350,1,0,0,38,0.610568847747378,0.181856603773585,88.87
"116",1980-01-27,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"117",1980-01-27,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"118",1980-01-27,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"119",1980-01-27,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"120",1980-01-27,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"121",1980-01-27,"Derry",1,3000,1,0,0,68.5,0.706494896279223,0.190879850903298,0
"122",1980-01-27,"Down",0,0,0,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"123",1980-01-27,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"124",1980-01-27,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"125",1980-01-27,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"126",1980-01-27,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"127",1980-01-27,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"128",1980-01-27,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"129",1980-01-27,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"130",1980-01-27,"Newry & Mourne",0,0,0,0,0,74,0.806266757794017,0.268252727205034,105.99
"131",1980-01-27,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"132",1980-01-27,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"133",1980-01-27,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"134",1980-01-27,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"135",1980-01-27,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"136",1980-02-03,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"137",1980-02-03,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"138",1980-02-03,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"139",1980-02-03,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"140",1980-02-03,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"141",1980-02-03,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"142",1980-02-03,"Belfast",0,0,0,0,0,38,0.610568847747378,0.181856603773585,88.87
"143",1980-02-03,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"144",1980-02-03,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"145",1980-02-03,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"146",1980-02-03,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"147",1980-02-03,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"148",1980-02-03,"Derry",0,0,0,0,0,68.5,0.706494896279223,0.190879850903298,0
"149",1980-02-03,"Down",0,0,0,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"150",1980-02-03,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"151",1980-02-03,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"152",1980-02-03,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"153",1980-02-03,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"154",1980-02-03,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"155",1980-02-03,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"156",1980-02-03,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"157",1980-02-03,"Newry & Mourne",0,0,0,0,0,74,0.806266757794017,0.268252727205034,105.99
"158",1980-02-03,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"159",1980-02-03,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"160",1980-02-03,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"161",1980-02-03,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"162",1980-02-03,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"163",1980-02-10,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"164",1980-02-10,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"165",1980-02-10,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"166",1980-02-10,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"167",1980-02-10,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"168",1980-02-10,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"169",1980-02-10,"Belfast",0,0,0,0,0,38,0.610568847747378,0.181856603773585,88.87
"170",1980-02-10,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"171",1980-02-10,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"172",1980-02-10,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"173",1980-02-10,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"174",1980-02-10,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"175",1980-02-10,"Derry",0,0,0,0,0,68.5,0.706494896279223,0.190879850903298,0
"176",1980-02-10,"Down",0,0,0,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"177",1980-02-10,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"178",1980-02-10,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"179",1980-02-10,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"180",1980-02-10,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"181",1980-02-10,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"182",1980-02-10,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"183",1980-02-10,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"184",1980-02-10,"Newry & Mourne",0,0,0,0,0,74,0.806266757794017,0.268252727205034,105.99
"185",1980-02-10,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"186",1980-02-10,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"187",1980-02-10,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"188",1980-02-10,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"189",1980-02-10,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"190",1980-02-17,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"191",1980-02-17,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"192",1980-02-17,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"193",1980-02-17,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"194",1980-02-17,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"195",1980-02-17,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"196",1980-02-17,"Belfast",0,0,0,0,0,38,0.610568847747378,0.181856603773585,88.87
"197",1980-02-17,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"198",1980-02-17,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"199",1980-02-17,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"200",1980-02-17,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"201",1980-02-17,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"202",1980-02-17,"Derry",0,0,0,0,0,68.5,0.706494896279223,0.190879850903298,0
"203",1980-02-17,"Down",0,0,0,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"204",1980-02-17,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"205",1980-02-17,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"206",1980-02-17,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"207",1980-02-17,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"208",1980-02-17,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"209",1980-02-17,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"210",1980-02-17,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"211",1980-02-17,"Newry & Mourne",0,0,0,0,0,74,0.806266757794017,0.268252727205034,105.99
"212",1980-02-17,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"213",1980-02-17,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"214",1980-02-17,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"215",1980-02-17,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"216",1980-02-17,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"217",1980-02-24,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"218",1980-02-24,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"219",1980-02-24,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"220",1980-02-24,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"221",1980-02-24,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"222",1980-02-24,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"223",1980-02-24,"Belfast",0,0,0,0,0,38,0.610568847747378,0.181856603773585,88.87
"224",1980-02-24,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"225",1980-02-24,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"226",1980-02-24,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"227",1980-02-24,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"228",1980-02-24,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"229",1980-02-24,"Derry",0,0,0,0,0,68.5,0.706494896279223,0.190879850903298,0
"230",1980-02-24,"Down",0,0,0,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"231",1980-02-24,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"232",1980-02-24,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"233",1980-02-24,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"234",1980-02-24,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"235",1980-02-24,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"236",1980-02-24,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"237",1980-02-24,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"238",1980-02-24,"Newry & Mourne",0,0,0,0,0,74,0.806266757794017,0.268252727205034,105.99
"239",1980-02-24,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"240",1980-02-24,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"241",1980-02-24,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"242",1980-02-24,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"243",1980-02-24,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"244",1980-03-02,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"245",1980-03-02,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"246",1980-03-02,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"247",1980-03-02,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"248",1980-03-02,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"249",1980-03-02,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"250",1980-03-02,"Belfast",0,0,0,0,0,38,0.610568847747378,0.181856603773585,88.87
"251",1980-03-02,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"252",1980-03-02,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"253",1980-03-02,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"254",1980-03-02,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"255",1980-03-02,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
"256",1980-03-02,"Derry",0,0,0,0,0,68.5,0.706494896279223,0.190879850903298,0
"257",1980-03-02,"Down",0,0,0,0,0,59.5,0.823690554459785,0.138850764022326,112.37
"258",1980-03-02,"Dungannon",0,0,0,0,0,53,0.865316246382803,0.235647655418519,57.26
"259",1980-03-02,"Fermanagh",0,0,0,0,0,54.5,0.859516023544801,0.193205619412516,71.67
"260",1980-03-02,"Larne",0,0,0,0,0,24.5,0.763540669856459,0.147421931735657,83.54
"261",1980-03-02,"Limavady",0,0,0,0,0,54.5,0.803325223033252,0.231262327416174,17.9
"262",1980-03-02,"Lisburn",0,0,0,0,0,22.5,0.830906808911202,0.115508711550871,87.68
"263",1980-03-02,"Magherafelt",0,0,0,0,0,56.5,0.849748303786387,0.223038594713284,37.43
"264",1980-03-02,"Moyle",0,0,0,0,0,51,0.8159046692607,0.237920264559985,65.75
"265",1980-03-02,"Newry & Mourne",0,0,0,0,0,74,0.806266757794017,0.268252727205034,105.99
"266",1980-03-02,"Newtownabbey",0,0,0,0,0,13.5,0.788887393148011,0.113241141907532,83.03
"267",1980-03-02,"North Down",0,0,0,0,0,9,0.84575329784772,0.0771189396581793,101.48
"268",1980-03-02,"Omagh",0,0,0,0,0,65,0.863487112132655,0.196044546850998,39.96
"269",1980-03-02,"Other",0,0,0,0,0,38.8,0.81,0.19,NA
"270",1980-03-02,"Strabane",0,0,0,0,0,61,0.801040876070693,0.278961078761876,24.91
"271",1980-03-09,"Antrim",0,0,0,0,0,33,0.809449229966066,0.140604890604891,66.92
"272",1980-03-09,"Ards",0,0,0,0,0,13,0.819106688679666,0.110149148006769,113.63
"273",1980-03-09,"Armagh",0,0,0,0,0,46.5,0.876534481650492,0.167122135799874,78.9
"274",1980-03-09,"Ballymena",0,0,0,0,0,19,0.841101906377882,0.121303430760622,62.1
"275",1980-03-09,"Ballymoney",0,0,0,0,0,29,0.854752950330696,0.176414189837009,51.35
"276",1980-03-09,"Banbridge",0,0,0,0,0,28.5,0.838401310997815,0.140473963205488,93.51
"277",1980-03-09,"Belfast",0,0,0,0,0,38,0.610568847747378,0.181856603773585,88.87
"278",1980-03-09,"Carrickfergus",0,0,0,0,0,8,0.78115671641791,0.145637212245867,92.01
"279",1980-03-09,"Castlereagh",0,0,0,0,0,8,0.819398117263361,0.082949153683077,97.84
"280",1980-03-09,"Coleraine",0,0,0,0,0,24,0.80096123037488,0.167758638909437,36.19
"281",1980-03-09,"Cookstown",0,0,0,0,0,52.5,0.875269687162891,0.261658286503007,46.72
"282",1980-03-09,"Craigavon",0,0,0,0,0,42,0.777985858971909,0.509049631077757,73.86
